Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
LP001896,Male,Yes,2,Graduate,No,8.268988209506656,0.0,4.51085950651685,5.8888779583328805,1.0,Semiurban,Y
LP001900,Male,Yes,1,Graduate,No,7.919719760924575,7.519149957669823,4.7535901911063645,5.8888779583328805,1.0,Semiurban,Y
LP001903,Male,Yes,0,Graduate,No,8.29254851397576,8.094073148069352,5.337538079701318,5.8888779583328805,1.0,Semiurban,Y
LP001904,Male,Yes,0,Graduate,No,8.04044688130311,7.170888478512505,4.394449154672439,5.8888779583328805,1.0,Urban,Y
LP001907,Male,Yes,0,Graduate,No,9.5876803163585,0.0,6.07993319509559,5.8888779583328805,1.0,Semiurban,Y
LP001910,Male,No,1,Not Graduate,Yes,8.307459327011946,7.794411205726601,5.0689042022202315,5.8888779583328805,0.0,Urban,N
LP001914,Male,Yes,0,Graduate,No,8.275885669474356,6.68586094706836,4.727387818712341,5.8888779583328805,1.0,Semiurban,Y
LP001915,Male,Yes,2,Graduate,No,7.741533589281828,6.894467372292008,4.3694478524670215,5.198497031265826,1.0,Urban,Y
LP001917,Female,No,0,Graduate,No,7.502186486602924,7.418780882750794,4.007333185232471,5.8888779583328805,1.0,Urban,Y
LP001924,Male,No,0,Graduate,No,8.058010800802085,8.024207485778577,4.499809670330265,5.8888779583328805,1.0,Rural,Y
LP001925,Female,No,0,Graduate,Yes,7.8636512654486515,7.4489161025442,4.605170185988092,5.707110264748875,1.0,Semiurban,N
LP001926,Male,Yes,0,Graduate,No,8.217438537730187,7.601402334583733,4.795790545596741,5.8888779583328805,1.0,Rural,Y
LP001931,Female,No,0,Graduate,No,8.324821298768782,0.0,4.7535901911063645,5.8888779583328805,1.0,Semiurban,Y
LP001935,Male,No,0,Graduate,No,9.159993997539445,0.0,5.236441962829949,5.8888779583328805,1.0,Rural,Y
LP001936,Male,Yes,0,Graduate,No,8.031385330625534,7.790282380703483,4.941642422609304,5.8888779583328805,1.0,Rural,Y
LP001938,Male,Yes,2,Graduate,No,8.38958706681109,0.0,4.852030263919617,5.8888779583328805,0.0,Semiurban,N
LP001940,Male,Yes,2,Graduate,No,8.056426767522984,7.353081920515432,4.90527477843843,5.8888779583328805,1.0,Urban,Y
LP001947,Male,Yes,0,Graduate,No,7.776535028185241,8.112227958349724,5.153291594497779,5.8888779583328805,1.0,Semiurban,Y
LP001953,Male,Yes,1,Graduate,No,8.83579236650274,0.0,5.303304908059076,5.8888779583328805,1.0,Semiurban,Y
LP001954,Female,Yes,1,Graduate,No,8.448271745949816,0.0,4.912654885736052,5.8888779583328805,1.0,Urban,Y
LP001955,Female,No,0,Graduate,No,8.517393171418904,7.8407064517494,5.0238805208462765,6.175867270105761,1.0,Rural,N
LP001963,Male,Yes,1,Graduate,No,7.608374474380783,7.98139158158007,4.736198448394496,5.8888779583328805,1.0,Urban,N
LP001964,Male,Yes,0,Not Graduate,No,7.496097345175956,7.984462732262196,4.543294782270004,5.8888779583328805,0.0,Urban,N
LP001974,Female,No,0,Graduate,No,8.517393171418904,0.0,4.890349128221754,5.8888779583328805,1.0,Rural,Y
LP001977,Male,Yes,1,Graduate,No,7.3938782901077555,7.4977617006225685,4.574710978503383,5.8888779583328805,1.0,Urban,Y
LP001978,Male,No,0,Graduate,No,8.294299608857235,7.824445930877619,4.948759890378168,5.8888779583328805,1.0,Rural,Y
LP001993,Female,No,0,Graduate,No,8.232971790593437,7.418780882750794,4.912654885736052,5.8888779583328805,1.0,Rural,Y
LP001994,Female,No,0,Graduate,No,7.783640596221253,7.530479995245536,4.653960350157523,5.8888779583328805,0.0,Urban,N
LP001996,Male,No,0,Graduate,No,9.915119636765835,0.0,6.175867270105761,5.8888779583328805,1.0,Rural,N
LP002002,Female,No,0,Graduate,No,7.978653729082731,0.0,4.442651256490317,5.8888779583328805,1.0,Semiurban,Y
LP002004,Male,No,0,Not Graduate,No,7.982074875081202,7.785720896534624,4.718498871295094,5.8888779583328805,1.0,Semiurban,Y
LP002006,Female,No,0,Graduate,No,7.827240901752812,0.0,4.04305126783455,5.8888779583328805,1.0,Rural,Y
LP002031,Male,Yes,1,Not Graduate,No,8.131530710604252,7.403061091090091,4.718498871295094,5.198497031265826,1.0,Urban,Y
LP002035,Male,Yes,2,Graduate,No,8.220941168281389,0.0,4.795790545596741,5.8888779583328805,1.0,Semiurban,Y
LP002050,Male,Yes,1,Graduate,Yes,9.210440366976517,0.0,5.049856007249537,5.8888779583328805,1.0,Rural,N
LP002051,Male,Yes,0,Graduate,No,7.783640596221253,7.681560362559537,4.7535901911063645,5.8888779583328805,1.0,Semiurban,Y
LP002053,Male,Yes,3+,Graduate,No,8.376320632534823,5.247024072160486,4.8283137373023015,5.8888779583328805,1.0,Semiurban,Y
LP002065,Male,Yes,3+,Graduate,No,9.61587214452889,0.0,5.707110264748875,5.8888779583328805,1.0,Rural,Y
LP002067,Male,Yes,1,Graduate,Yes,9.067277989134345,8.51398806046729,5.932245187448011,5.8888779583328805,0.0,Rural,N
LP002068,Male,No,0,Graduate,No,8.500657222776137,0.0,4.875197323201151,5.8888779583328805,0.0,Rural,Y
LP002082,Male,Yes,0,Graduate,Yes,8.66888370465667,7.6783263565068856,5.220355825078324,5.8888779583328805,1.0,Semiurban,Y
LP002086,Female,Yes,0,Graduate,No,8.374246182096304,7.804659297056102,4.709530201312334,5.8888779583328805,1.0,Urban,N
LP002087,Female,No,0,Graduate,No,7.824445930877619,0.0,4.219507705176107,5.8888779583328805,1.0,Urban,Y
LP002097,Male,No,1,Graduate,No,8.385944904806284,7.492203042618741,4.770684624465665,5.8888779583328805,1.0,Urban,Y
LP002098,Male,No,0,Graduate,No,7.984803389734406,0.0,4.59511985013459,5.8888779583328805,1.0,Semiurban,Y
LP002112,Male,Yes,2,Graduate,Yes,7.824445930877619,8.434028950155469,5.176149732573829,5.8888779583328805,1.0,Rural,Y
LP002114,Female,No,0,Graduate,No,8.333510708982942,0.0,4.276666119016055,5.8888779583328805,1.0,Semiurban,Y
LP002115,Male,Yes,3+,Not Graduate,No,7.881559917056899,7.370230641807081,5.159055299214529,5.8888779583328805,1.0,Rural,N
LP002116,Female,No,0,Graduate,No,7.774435510302958,0.0,3.8501476017100584,5.8888779583328805,1.0,Rural,N
LP002119,Male,Yes,1,Not Graduate,No,8.423980809694058,7.114769448366463,5.0689042022202315,5.8888779583328805,1.0,Urban,Y
LP002126,Male,Yes,3+,Not Graduate,No,8.062747901086354,0.0,4.31748811353631,5.8888779583328805,1.0,Semiurban,Y
LP002129,Male,Yes,0,Graduate,No,7.824046010856292,7.807510042216193,5.081404364984463,5.8888779583328805,1.0,Semiurban,Y
LP002131,Male,Yes,2,Not Graduate,No,8.03398273468322,7.682021510826875,4.844187086458591,5.8888779583328805,1.0,Urban,Y
LP002138,Male,Yes,0,Graduate,No,7.873217054862741,8.740496729931813,5.236441962829949,5.8888779583328805,1.0,Rural,Y
LP002139,Male,Yes,0,Graduate,No,9.114269903225448,0.0,5.43372200355424,5.8888779583328805,1.0,Semiurban,Y
LP002140,Male,No,0,Graduate,No,9.076923258535832,8.335191583433202,5.733341276897746,5.8888779583328805,1.0,Rural,N
LP002141,Male,Yes,3+,Graduate,No,7.888709524182015,7.642044402873258,4.564348191467836,5.8888779583328805,1.0,Rural,Y
LP002142,Female,Yes,0,Graduate,Yes,8.612685172875459,0.0,4.663439094112067,5.8888779583328805,0.0,Rural,N
LP002143,Female,Yes,0,Graduate,No,7.793174347189205,6.226536669287466,4.875197323201151,5.8888779583328805,1.0,Semiurban,Y
LP002149,Male,Yes,2,Graduate,No,9.0280988119824,8.060855752934316,5.111987788356544,5.8888779583328805,1.0,Rural,Y
LP002151,Male,Yes,1,Graduate,No,8.262558973010657,0.0,4.219507705176107,5.8888779583328805,1.0,Urban,N
LP002158,Male,Yes,0,Not Graduate,No,8.006700845440367,7.418780882750794,4.61512051684126,6.175867270105761,0.0,Urban,N
LP002160,Male,Yes,3+,Graduate,No,8.550241045462437,8.060855752934316,5.303304908059076,5.8888779583328805,1.0,Semiurban,Y
LP002161,Female,No,1,Graduate,No,8.460411177317253,0.0,4.406719247264253,5.8888779583328805,1.0,Semiurban,N
LP002170,Male,Yes,2,Graduate,No,8.517393171418904,8.207401833376355,5.4680601411351315,5.8888779583328805,1.0,Semiurban,Y
LP002175,Male,Yes,0,Graduate,No,8.46611040118692,7.755338812846501,4.875197323201151,5.8888779583328805,1.0,Urban,Y
LP002180,Male,No,0,Graduate,Yes,8.828054536815424,0.0,4.955827057601261,5.8888779583328805,1.0,Rural,Y
LP002181,Male,No,0,Not Graduate,No,8.735042754269337,0.0,4.897839799950911,5.8888779583328805,1.0,Rural,N
LP002187,Male,No,0,Graduate,No,7.824445930877619,0.0,4.574710978503383,6.175867270105761,1.0,Semiurban,N
LP002190,Male,Yes,1,Graduate,No,8.752423403865594,0.0,5.170483995038151,5.8888779583328805,1.0,Semiurban,Y
LP002191,Male,Yes,0,Graduate,No,9.889946281969461,8.569216219483389,6.3473892096560105,5.8888779583328805,1.0,Rural,N
LP002194,Female,No,0,Graduate,Yes,9.66523036341187,0.0,4.02535169073515,5.8888779583328805,1.0,Semiurban,Y
LP002197,Male,Yes,2,Graduate,No,8.55371796609861,0.0,5.049856007249537,5.8888779583328805,1.0,Semiurban,Y
LP002201,Male,Yes,2,Graduate,Yes,9.140347000155648,8.971321471503682,5.942799375126701,5.707110264748875,1.0,Rural,Y
LP002205,Male,No,1,Graduate,No,8.027150106832774,7.59488438721652,4.718498871295094,5.198497031265826,0.0,Urban,N
LP002211,Male,Yes,0,Graduate,No,8.480114183174816,6.828712071641684,4.795790545596741,5.198497031265826,1.0,Urban,Y
LP002219,Male,Yes,3+,Graduate,No,9.076923258535832,8.516593011344206,4.875197323201151,5.8888779583328805,1.0,Rural,Y
LP002224,Male,No,0,Graduate,No,8.029432840581244,0.0,4.276666119016055,6.175867270105761,1.0,Urban,N
LP002225,Male,Yes,2,Graduate,No,8.592671652592143,0.0,4.875197323201151,5.8888779583328805,1.0,Urban,Y
LP002229,Male,No,0,Graduate,No,8.689801056022553,8.350666240520924,5.6937321388027,5.8888779583328805,1.0,Semiurban,Y
LP002231,Female,No,0,Graduate,No,8.699681400989514,0.0,5.056245805348308,5.8888779583328805,1.0,Urban,Y
LP002234,Male,No,0,Graduate,Yes,8.877381954654766,0.0,4.859812404361672,5.8888779583328805,1.0,Urban,Y
LP002236,Male,Yes,2,Graduate,No,8.426611813185,0.0,4.61512051684126,5.8888779583328805,1.0,Urban,N
LP002239,Male,No,0,Not Graduate,No,7.760893195851024,7.3783837129967145,4.890349128221754,5.8888779583328805,1.0,Semiurban,Y
LP002244,Male,Yes,0,Graduate,No,7.755338812846501,7.790696031174738,4.919980925828125,5.8888779583328805,1.0,Urban,Y
LP002250,Male,Yes,0,Graduate,No,8.610501368549889,0.0,4.836281906951478,5.8888779583328805,1.0,Rural,Y
LP002255,Male,No,3+,Graduate,No,9.12347443895452,0.0,5.225746673713202,5.8888779583328805,1.0,Rural,Y
LP002262,Male,Yes,3+,Graduate,No,9.15957325492253,0.0,5.62040086571715,5.8888779583328805,1.0,Rural,Y
LP002265,Male,Yes,2,Not Graduate,No,7.597897950521784,7.3938782901077555,4.736198448394496,5.198497031265826,1.0,Semiurban,Y
LP002266,Male,Yes,2,Graduate,No,8.03947991910045,7.244941546337007,4.736198448394496,5.8888779583328805,1.0,Urban,Y
LP002277,Female,No,0,Graduate,No,8.064950891749143,0.0,4.276666119016055,5.8888779583328805,0.0,Urban,N
LP002281,Male,Yes,0,Graduate,No,8.017637159908478,7.286191714702382,4.564348191467836,5.8888779583328805,1.0,Urban,Y
LP002284,Male,No,0,Not Graduate,No,8.269500767180615,7.418780882750794,4.700480365792417,5.8888779583328805,1.0,Rural,Y
LP002287,Female,No,0,Graduate,No,7.313886831633462,7.496097345175956,4.6443908991413725,5.8888779583328805,0.0,Semiurban,N
LP002288,Male,Yes,2,Not Graduate,No,7.969011781106478,0.0,3.828641396489095,5.198497031265826,0.0,Urban,N
LP002296,Male,No,0,Not Graduate,No,7.9215356321335495,0.0,4.189654742026425,5.707110264748875,1.0,Rural,N
LP002297,Male,No,0,Graduate,No,7.824445930877619,9.90353755128617,4.6443908991413725,5.8888779583328805,1.0,Semiurban,Y
LP002300,Female,No,0,Not Graduate,No,7.582738488914411,0.0,3.9889840465642745,5.8888779583328805,1.0,Semiurban,Y
LP002301,Female,No,0,Graduate,Yes,8.914894908906568,0.0,5.272999558563747,5.8888779583328805,1.0,Rural,N
LP002305,Female,No,0,Graduate,No,8.422442854870427,0.0,4.7535901911063645,5.8888779583328805,1.0,Semiurban,Y
LP002308,Male,Yes,0,Not Graduate,No,7.681560362559537,7.783640596221253,4.7535901911063645,5.8888779583328805,1.0,Urban,Y
LP002314,Female,No,0,Not Graduate,No,7.7025561132685825,0.0,4.204692619390966,5.8888779583328805,1.0,Rural,Y
LP002315,Male,Yes,1,Graduate,No,9.024131268455035,0.0,5.030437921392435,5.707110264748875,0.0,Semiurban,N
LP002317,Male,Yes,3+,Graduate,No,11.302216779257382,0.0,5.8888779583328805,5.8888779583328805,0.0,Rural,N
LP002318,Female,No,1,Not Graduate,Yes,8.260492856573185,0.0,4.143134726391533,5.8888779583328805,1.0,Semiurban,N
LP002328,Male,Yes,0,Not Graduate,No,8.715552125907816,0.0,5.389071729816501,5.8888779583328805,0.0,Rural,N
LP002332,Male,Yes,0,Not Graduate,No,7.720461694599722,7.617759576608505,4.709530201312334,5.8888779583328805,1.0,Rural,Y
LP002335,Female,Yes,0,Not Graduate,No,7.673223121121708,8.08271113423758,5.187385805840755,5.8888779583328805,0.0,Semiurban,N
LP002337,Female,No,0,Graduate,No,8.005033344637111,0.0,4.110873864173311,5.8888779583328805,1.0,Urban,Y
LP002341,Female,No,1,Graduate,No,7.8636512654486515,0.0,5.081404364984463,5.8888779583328805,1.0,Urban,N
LP002342,Male,Yes,2,Graduate,Yes,7.3783837129967145,9.90353755128617,5.480638923341991,5.8888779583328805,1.0,Urban,N
LP002345,Male,Yes,0,Graduate,No,6.933423025730715,7.928045600874777,4.727387818712341,5.8888779583328805,1.0,Rural,Y
LP002347,Male,Yes,0,Graduate,No,8.085486772102845,7.257002707092073,4.9344739331306915,5.8888779583328805,1.0,Semiurban,Y
LP002348,Male,Yes,0,Graduate,No,8.670772279344538,0.0,4.9344739331306915,5.8888779583328805,1.0,Rural,Y
LP002361,Male,Yes,0,Graduate,No,7.507141079727608,7.450079569807499,4.61512051684126,5.8888779583328805,1.0,Urban,Y
LP002364,Male,Yes,0,Graduate,No,9.60784051043005,0.0,4.574710978503383,5.8888779583328805,1.0,Semiurban,Y
LP002366,Male,Yes,0,Graduate,No,7.888709524182015,8.366602832783736,4.804021044733257,5.8888779583328805,1.0,Rural,Y
LP002367,Female,No,1,Not Graduate,No,8.435332164935916,0.0,4.406719247264253,5.8888779583328805,1.0,Rural,N
LP002368,Male,Yes,2,Graduate,No,8.688790784847216,0.0,4.897839799950911,5.8888779583328805,1.0,Semiurban,Y
LP002369,Male,Yes,0,Graduate,No,7.979681302387741,2.8402474197790153,4.477336814478207,5.8888779583328805,1.0,Rural,Y
LP002370,Male,No,0,Not Graduate,No,7.907651594711089,0.0,4.110873864173311,5.198497031265826,1.0,Urban,Y
LP002377,Female,No,1,Graduate,Yes,9.062420241899561,0.0,5.017279836814924,5.8888779583328805,1.0,Semiurban,Y
LP002379,Male,No,0,Graduate,No,8.77971129020447,0.0,4.663439094112067,5.8888779583328805,0.0,Rural,N
LP002387,Male,Yes,0,Graduate,No,7.793999089503996,7.75833346749091,4.969813299576001,5.8888779583328805,1.0,Semiurban,Y
LP002390,Male,No,0,Graduate,No,8.229777750081887,0.0,4.61512051684126,5.8888779583328805,1.0,Urban,Y
LP002398,Male,No,0,Graduate,No,7.563719668414366,7.524021415206125,3.9318256327243257,5.8888779583328805,1.0,Semiurban,Y
LP002403,Male,No,0,Graduate,Yes,9.251194365984448,0.0,5.236441962829949,5.8888779583328805,0.0,Urban,N
LP002407,Female,Yes,0,Not Graduate,Yes,8.873888135154973,0.0,4.9344739331306915,5.8888779583328805,1.0,Rural,Y
LP002408,Male,No,0,Graduate,No,8.205491613120236,8.530109416682784,5.236441962829949,5.8888779583328805,1.0,Semiurban,Y
LP002409,Male,Yes,0,Graduate,No,8.974871170971337,7.51425465281641,5.198497031265826,5.8888779583328805,1.0,Rural,Y
LP002418,Male,No,3+,Not Graduate,No,8.457018468380168,7.597897950521784,5.003946305945459,5.8888779583328805,1.0,Semiurban,Y
LP002422,Male,No,1,Graduate,No,10.537945736747394,0.0,5.030437921392435,5.8888779583328805,1.0,Semiurban,Y
LP002429,Male,Yes,1,Graduate,Yes,8.151044945685024,7.099201743553092,4.875197323201151,5.8888779583328805,1.0,Rural,Y
LP002434,Male,Yes,2,Not Graduate,No,8.445267451844648,0.0,4.709530201312334,5.8888779583328805,1.0,Rural,Y
LP002443,Male,Yes,2,Graduate,No,8.114025442356757,7.444833273892193,5.017279836814924,5.8888779583328805,0.0,Rural,N
LP002446,Male,Yes,2,Not Graduate,No,7.745002803515839,7.135687347028144,4.836281906951478,5.8888779583328805,0.0,Rural,N
LP002448,Male,Yes,0,Graduate,No,8.28121766128665,7.458186157340487,5.0106352940962555,5.8888779583328805,0.0,Rural,N
LP002449,Male,Yes,0,Graduate,No,7.81762544305337,7.810758116529357,4.51085950651685,5.198497031265826,0.0,Rural,Y
LP002453,Male,No,0,Graduate,Yes,8.865876285425417,0.0,4.442651256490317,5.8888779583328805,1.0,Semiurban,Y
LP002455,Male,Yes,2,Graduate,No,8.258422462458876,0.0,4.574710978503383,5.8888779583328805,1.0,Semiurban,Y
LP002459,Male,Yes,0,Graduate,No,8.366835309827675,0.0,4.77912349311153,5.8888779583328805,1.0,Urban,Y
LP002467,Male,Yes,0,Graduate,No,8.21851757748959,7.851661177889265,5.159055299214529,5.8888779583328805,1.0,Urban,N
LP002472,Male,No,2,Graduate,No,8.379079889286603,0.0,4.919980925828125,5.8888779583328805,1.0,Rural,Y
LP002473,Male,Yes,0,Graduate,No,9.028218795184895,0.0,5.081404364984463,5.8888779583328805,1.0,Semiurban,N
LP002484,Male,Yes,3+,Graduate,No,8.954286157204713,0.0,4.859812404361672,5.198497031265826,1.0,Urban,Y
LP002487,Male,Yes,0,Graduate,No,8.011686729127847,7.691200097522863,5.0369526024136295,5.8888779583328805,1.0,Rural,Y
LP002493,Male,No,0,Graduate,No,8.334951631422454,0.0,4.59511985013459,5.8888779583328805,0.0,Semiurban,N
LP002494,Male,No,0,Graduate,No,8.699681400989514,0.0,4.948759890378168,5.8888779583328805,1.0,Rural,Y
LP002500,Male,Yes,3+,Not Graduate,No,7.988882253309227,7.417580402414544,4.2626798770413155,5.198497031265826,0.0,Urban,N
LP002505,Male,Yes,0,Graduate,No,8.374246182096304,7.804659297056102,4.709530201312334,5.8888779583328805,1.0,Urban,N
LP002515,Male,Yes,1,Graduate,Yes,8.146419323098003,7.640123172695364,5.093750200806762,5.8888779583328805,1.0,Semiurban,Y
LP002517,Male,Yes,1,Not Graduate,No,7.8838232148921525,7.313886831633462,4.736198448394496,5.198497031265826,0.0,Rural,N
LP002519,Male,Yes,3+,Graduate,No,8.453614209773367,0.0,4.61512051684126,5.8888779583328805,1.0,Semiurban,Y
LP002524,Male,No,2,Graduate,No,8.618485442898109,8.444407421690585,5.093750200806762,5.8888779583328805,1.0,Rural,Y
LP002527,Male,Yes,2,Graduate,Yes,9.71269017726113,6.922643891475888,5.017279836814924,5.8888779583328805,1.0,Rural,Y
LP002529,Male,Yes,2,Graduate,No,8.81001204797317,7.467942332285852,5.442417710521793,5.707110264748875,1.0,Semiurban,Y
LP002531,Male,Yes,1,Graduate,Yes,9.721245992542345,7.719129840906732,4.465908118654584,5.8888779583328805,1.0,Semiurban,Y
LP002534,Female,No,0,Not Graduate,No,8.37816098272068,0.0,5.043425116919247,5.8888779583328805,1.0,Rural,Y
LP002536,Male,Yes,3+,Not Graduate,No,8.037866234709618,0.0,4.736198448394496,5.8888779583328805,1.0,Rural,Y
LP002537,Male,Yes,0,Graduate,No,7.642044402873258,8.055475141757274,4.859812404361672,5.8888779583328805,1.0,Semiurban,Y
LP002541,Male,Yes,0,Graduate,No,9.290444616217844,0.0,5.459585514144159,5.8888779583328805,1.0,Semiurban,Y
LP002543,Male,Yes,2,Graduate,No,9.0280988119824,0.0,5.5093883366279774,5.8888779583328805,1.0,Semiurban,Y
LP002544,Male,Yes,1,Not Graduate,No,7.580189417944541,7.798523053625206,4.882801922586371,5.8888779583328805,1.0,Rural,Y
LP002545,Male,No,2,Graduate,No,8.17413934342947,0.0,4.394449154672439,5.8888779583328805,0.0,Rural,N
LP002547,Male,Yes,1,Graduate,No,9.816512538521721,0.0,6.2166061010848646,5.8888779583328805,1.0,Urban,N
LP002555,Male,Yes,2,Graduate,Yes,8.430327258394575,7.642044402873258,5.081404364984463,5.8888779583328805,1.0,Semiurban,Y
LP002556,Male,No,0,Graduate,No,7.798112628829788,0.0,4.330733340286331,5.8888779583328805,1.0,Urban,N
LP002571,Male,No,0,Not Graduate,No,8.213923595622743,0.0,4.709530201312334,5.8888779583328805,1.0,Rural,Y
LP002582,Female,No,0,Not Graduate,Yes,9.756378687497916,0.0,5.420534999272286,5.8888779583328805,1.0,Semiurban,Y
LP002585,Male,Yes,0,Graduate,No,8.188133414510478,7.67693714581808,4.787491742782046,5.8888779583328805,0.0,Rural,N
LP002586,Female,Yes,1,Graduate,No,8.109826276018477,6.81783057145415,4.663439094112067,4.442651256490317,1.0,Semiurban,Y
LP002587,Male,Yes,0,Not Graduate,No,7.8636512654486515,7.438971592395862,4.68213122712422,5.8888779583328805,1.0,Rural,Y
LP002600,Male,Yes,1,Graduate,Yes,7.971085753505607,0.0,4.564348191467836,5.8888779583328805,1.0,Semiurban,Y
LP002602,Male,No,0,Graduate,No,8.745761999375512,8.393216011596527,5.3471075307174685,5.8888779583328805,0.0,Rural,N
LP002603,Female,No,0,Graduate,No,6.470799503782602,8.211754397375197,4.736198448394496,6.175867270105761,1.0,Rural,Y
LP002606,Female,No,0,Graduate,No,8.058327306580958,0.0,4.61512051684126,5.8888779583328805,1.0,Semiurban,Y
LP002615,Male,Yes,2,Graduate,No,8.490027523343468,8.63497622707262,5.342334251964811,5.8888779583328805,1.0,Semiurban,Y
LP002619,Male,Yes,0,Not Graduate,No,8.246695943718557,7.302496423727326,4.8283137373023015,5.707110264748875,1.0,Semiurban,Y
LP002622,Male,Yes,2,Graduate,No,8.163656176168432,8.393216011596527,5.497168225293202,5.8888779583328805,1.0,Rural,Y
LP002626,Male,Yes,0,Graduate,Yes,7.8160138391590275,8.01102337918644,5.241747015059643,5.8888779583328805,1.0,Urban,Y
LP002634,Female,No,1,Graduate,No,9.492733482494353,0.0,3.713572066704308,5.8888779583328805,1.0,Urban,Y
LP002637,Male,No,0,Not Graduate,No,8.188411308079031,7.160845906664299,4.61512051684126,5.8888779583328805,1.0,Rural,N
LP002640,Male,Yes,1,Graduate,No,8.710454688248527,7.60339933974067,5.5254529391317835,5.8888779583328805,1.0,Semiurban,Y
LP002643,Male,Yes,2,Graduate,No,8.096817470572319,7.618742377670413,5.003946305945459,5.8888779583328805,1.0,Urban,Y
LP002648,Male,Yes,0,Graduate,No,7.664346632098617,8.80492526261806,4.2626798770413155,5.198497031265826,1.0,Semiurban,N
LP002652,Male,No,0,Graduate,No,8.668368019213355,8.207129168071326,5.7430031878094825,5.8888779583328805,1.0,Rural,N
LP002659,Male,Yes,3+,Graduate,No,8.151044945685024,8.14002395246292,5.017279836814924,5.8888779583328805,1.0,Rural,Y
LP002670,Female,Yes,2,Graduate,No,7.616775808698373,7.398174092970465,4.736198448394496,6.175867270105761,1.0,Semiurban,Y
LP002683,Male,No,0,Graduate,No,8.451907724717607,7.557994958530806,5.225746673713202,5.8888779583328805,1.0,Semiurban,N
LP002684,Female,No,0,Not Graduate,No,8.131824785007195,0.0,4.564348191467836,5.8888779583328805,1.0,Rural,N
LP002689,Male,Yes,2,Not Graduate,No,7.693025748417888,7.463363045520021,3.828641396489095,5.8888779583328805,1.0,Semiurban,Y
LP002690,Male,No,0,Graduate,No,7.824445930877619,0.0,4.02535169073515,5.8888779583328805,1.0,Semiurban,Y
LP002692,Male,Yes,3+,Graduate,Yes,8.644354337032917,7.261927092702751,4.61512051684126,5.8888779583328805,1.0,Rural,Y
LP002693,Male,Yes,2,Graduate,Yes,8.980801413573113,8.877242435993919,6.175867270105761,5.8888779583328805,1.0,Rural,Y
LP002699,Male,Yes,2,Graduate,Yes,9.770013301136158,0.0,5.993961427306569,5.8888779583328805,1.0,Rural,Y
LP002705,Male,Yes,0,Graduate,No,8.236420527265391,0.0,4.709530201312334,5.8888779583328805,1.0,Semiurban,Y
LP002706,Male,Yes,1,Not Graduate,No,8.572817095164234,7.266128779556451,5.087596335232384,5.8888779583328805,0.0,Semiurban,Y
LP002714,Male,No,1,Not Graduate,No,7.893572073504902,7.172424577124845,4.553876891600541,5.8888779583328805,1.0,Semiurban,Y
LP002716,Male,No,0,Not Graduate,No,8.822322177471738,0.0,4.875197323201151,5.8888779583328805,1.0,Semiurban,Y
LP002720,Male,Yes,3+,Graduate,No,8.362175469149628,0.0,4.61512051684126,5.8888779583328805,1.0,Urban,Y
LP002723,Male,No,2,Graduate,No,8.185628891147607,0.0,4.709530201312334,5.8888779583328805,0.0,Rural,N
LP002731,Female,No,0,Not Graduate,Yes,9.80730699406216,0.0,4.836281906951478,5.8888779583328805,1.0,Urban,Y
LP002734,Male,Yes,0,Graduate,No,8.721602344674197,8.27052509505507,5.783825182329737,5.8888779583328805,1.0,Urban,Y
LP002738,Male,No,2,Graduate,No,8.193676665955241,0.0,4.68213122712422,5.8888779583328805,1.0,Semiurban,Y
LP002739,Male,Yes,0,Not Graduate,No,7.978653729082731,6.285998094508865,4.204692619390966,5.8888779583328805,1.0,Rural,N
LP002740,Male,Yes,3+,Graduate,No,8.766861821669803,0.0,5.062595033026967,5.198497031265826,1.0,Rural,Y
LP002741,Female,Yes,1,Graduate,No,8.435766192720509,7.953669778649798,4.948759890378168,5.198497031265826,1.0,Semiurban,Y
LP002743,Female,No,0,Graduate,No,7.668093709082406,0.0,4.605170185988092,5.8888779583328805,0.0,Semiurban,N
LP002755,Male,Yes,1,Not Graduate,No,7.7142311448490855,7.83399634170946,4.859812404361672,5.8888779583328805,1.0,Urban,Y
LP002767,Male,Yes,0,Graduate,No,7.926241523170962,7.576097340623111,5.049856007249537,5.8888779583328805,1.0,Rural,Y
LP002768,Male,No,0,Not Graduate,No,8.119398589612294,0.0,4.394449154672439,3.6109179126442243,1.0,Semiurban,N
LP002772,Male,No,0,Graduate,No,7.834788107388194,7.486613313139955,4.983606621708336,5.8888779583328805,1.0,Rural,Y
LP002776,Female,No,0,Graduate,No,8.517393171418904,0.0,4.6443908991413725,5.8888779583328805,0.0,Semiurban,N
LP002777,Male,Yes,0,Graduate,No,7.932362154339751,7.6093665379542115,4.709530201312334,5.8888779583328805,1.0,Rural,Y
LP002785,Male,Yes,1,Graduate,No,8.111928063310739,8.086717920303906,5.0689042022202315,5.8888779583328805,1.0,Urban,Y
LP002788,Male,Yes,0,Not Graduate,No,7.805882040228621,7.755338812846501,5.204006687076795,5.8888779583328805,0.0,Urban,N
LP002789,Male,Yes,0,Graduate,No,8.187021067343505,8.358666283188,4.890349128221754,5.198497031265826,0.0,Rural,N
LP002792,Male,Yes,1,Graduate,No,8.606851063346772,6.940222469119639,3.295836866004329,5.8888779583328805,1.0,Semiurban,Y
